order_id,customer_id,order_date,amount,payment_method,channel
1f2fe4ca-237d-405e-9c02-0d9d9a4fe547,146166,2025-07-24,74.04,card,web
e6c8fcd9-fbc6-48f4-a60b-d653c581a93b,109340,2025-07-24,224.92,applepay,web
c0d9097b-7a32-4ea7-b7fa-9449b6d7d24a,130039,2025-07-24,26.75,applepay,ios
546d7cb7-f484-4d05-837c-245728a54171,113061,2025-07-24,18.95,paypal,ios
c7aebc50-da8e-4d15-9889-dee6b0f385c8,115819,2025-07-24,304.55,cash,web
58f565be-b81b-444e-8741-fb53d6f44d09,115499,2025-07-24,151.44,applepay,android
815e7c50-8091-4a0e-b4a8-6552536f17e3,106611,2025-07-24,248.07,cash,web
7dcc8d2a-ac87-4162-8c80-887d6d49c0d8,103151,2025-07-24,129.79,cash,android
2000acae-bdf2-4e5a-93a0-7cb7656f5d04,104470,2025-07-24,408.55,card,store
b491936a-bc96-48e2-ae79-4454157605c3,146392,2025-07-24,160.9,paypal,web
b27a8dbf-83c1-4719-a8f6-79da2d42e0c0,107239,2025-07-24,281.06,cash,android
2088352d-cd49-4657-80f5-921230db0361,123396,2025-07-24,119.44,paypal,android
b22d6835-84c7-4c60-8b4a-e94076ad07be,141755,2025-07-24,99.59,paypal,ios
e7695445-185a-4a3c-9242-239bb8ddbb9d,143048,2025-07-24,437.04,applepay,android
627e0951-449a-41b4-bbe2-006a4f879ac6,123879,2025-07-24,467.46,paypal,android
317c6280-3db8-4f3c-85ee-211e5e8bec91,146264,2025-07-24,342.56,cash,store
f6bf2770-897b-415b-8571-2a1cb4d073e6,119565,2025-07-24,197.41,cash,web
2ac36d27-9189-44c9-a7f3-9b262ea936f3,106553,2025-07-24,160.81,card,android
5f0ca49b-b568-4d39-bbbb-79843bc9e13d,116066,2025-07-24,66.91,applepay,ios
b1290175-de1e-474d-aacb-eabbe537a8c2,101792,2025-07-24,334.33,cash,store
4f323758-80c0-4ed4-b0bb-13da001791eb,102063,2025-07-24,236.43,card,web
