order_id,customer_id,order_date,amount,payment_method,channel
10ad6515-b2ea-4071-977d-d2151131b70e,114241,2025-07-20,438.59,card,web
6dce99e5-1485-4f8e-944a-f6fa122d6e28,119954,2025-07-20,414.83,card,web
ad4b233a-2fbd-40b8-bf05-cb3dfbbe7c6d,103502,2025-07-20,459.14,applepay,web
d8aa93c6-be8a-4979-8636-aabdfd661aa1,107036,2025-07-20,336.09,paypal,android
0c3ca4d5-97cd-4078-b296-7010a4ed7d72,111912,2025-07-20,382.66,paypal,android
6c2b1949-f9cb-443d-8866-6492039c55e3,110509,2025-07-20,304.18,applepay,store
1e3c0737-825d-4094-bd39-20323c5451c2,109770,2025-07-20,177.59,cash,android
af4caa43-ecc2-4b08-98f0-e0e55b3c55ae,121201,2025-07-20,165.68,cash,ios
9be27207-0dd5-43f7-84ee-393d9504bfcc,130975,2025-07-20,14.5,card,ios
20075485-97c8-4158-847d-ec8f91dbbce2,107503,2025-07-20,234.01,cash,store
ce81d1fe-d66c-47d9-9ac3-7ccc562208c5,135826,2025-07-20,369.38,card,store
b704d6d7-9932-43b0-9106-63747261b43f,145307,2025-07-20,285.22,cash,android
c3241eef-5e25-49a0-acdd-3ba4c9e7d49e,104316,2025-07-20,400.45,applepay,web
124109b8-c0d3-4ac6-84ef-3ce5178bf25d,137677,2025-07-20,166.66,card,web
7a038bcd-2a76-481e-aa44-002ea6fba8b9,121062,2025-07-20,135.89,paypal,store
d72728de-1bce-4a54-9c7e-8bb0ec7640a1,114116,2025-07-20,371.53,paypal,ios
0d85b260-d645-4d9d-8d3c-b0f9dd295158,142620,2025-07-20,419.94,cash,store
2df1be29-49a5-44d2-bbbc-1811a2ebe615,134298,2025-07-20,363.98,cash,store
b41b9d1a-f0cd-49f5-9bd0-502bd821f04d,108022,2025-07-20,158.49,paypal,ios
cc4cc6f8-0ef3-472a-beb9-eaac2aa8451f,124631,2025-07-20,39.34,card,android
d2d68902-c4d8-42dd-92ea-6eb718bd8fe7,107070,2025-07-20,13.12,card,web
5270acc1-0f73-4c33-ac3c-d683cbb49b7d,110033,2025-07-20,354.46,cash,store
d5e037fb-8b23-4035-803e-d650de755f4c,131111,2025-07-20,465.75,applepay,store
e07d13ca-341e-4f8a-90e0-6d2094550606,100451,2025-07-20,112.52,applepay,android
533073ff-e9d8-4eeb-8f2f-1ab1e457289b,106228,2025-07-20,233.9,card,web
8453dc6a-967c-4571-91fd-1d39343f078d,131788,2025-07-20,134.61,card,store
c29e03e1-07c2-4da8-a056-2cd9631790ed,145551,2025-07-20,160.59,cash,android
12c036d3-cbc8-4d1c-9a88-dbbeca5834d9,138195,2025-07-20,105.13,card,ios
5fd10d6f-6ba5-45b7-8971-49124d130afe,145117,2025-07-20,230.71,card,android
d5b838ad-7660-4c45-ae04-eaa4a56fa35c,120427,2025-07-20,115.67,applepay,android
15f37534-2cb0-411d-ad32-6631329e70bb,137822,2025-07-20,264.52,card,android
753af9fe-a4b3-4a0f-899c-dcf6eaa5756f,137608,2025-07-20,8.03,cash,android
4a03783e-0c44-4133-8100-eb4ffda849fa,146419,2025-07-20,128.97,applepay,web
236ef0c2-7ae9-491b-9b7a-d525d95f39e3,139663,2025-07-20,266.6,applepay,web
2f29e0d9-1c35-4e59-ab57-38c34481bb6d,101880,2025-07-20,113.92,paypal,store
7876b60d-8b7e-484b-a0eb-0a50a743c746,145518,2025-07-20,160.41,paypal,ios
a2ae7018-66b7-4f68-a837-2993ade7a298,140734,2025-07-20,469.19,cash,ios
2e7117f7-e62e-489d-8cc0-67dab7b26be3,149286,2025-07-20,92.19,card,store
a89286e0-1e73-422b-8679-46ca0f63f09a,109813,2025-07-20,266.09,applepay,ios
3eeacf90-a372-4165-8b8a-8bbdf4952b21,134624,2025-07-20,71.13,card,store
e5fdbe71-4bda-42d8-bbc9-3d04ccb8235c,102210,2025-07-20,360.26,cash,ios
1932b9c3-1316-4c28-af09-bda998e2bcc3,121211,2025-07-20,58.89,cash,ios
24421a00-8b97-4b61-85c2-2fd46b188e42,113408,2025-07-20,341.15,cash,store
4214288c-a8c6-48d1-bb80-fc6936dd4f39,134649,2025-07-20,14.21,cash,ios
9f8ea231-2130-47ab-bb61-5f3e50e27cc2,111785,2025-07-20,258.01,cash,android
954c4b51-a88b-42c6-87ad-703834fc9ae3,120953,2025-07-20,287.76,card,store
3fc17f3f-7642-4e40-9e8c-ca2c9221835d,116818,2025-07-20,443.14,applepay,web
b32eb64a-9164-4b6c-97ac-06092e391996,101611,2025-07-20,472.28,applepay,store
72e5c69d-e03b-46a5-a5b1-ce9c3496052a,126714,2025-07-20,145.71,cash,ios
a4b84efd-c6e8-4f32-b6cf-b751f7697696,134094,2025-07-20,430.37,card,web
ce55e6f4-a86c-4e71-bfed-a4185465ff6f,139275,2025-07-20,253.16,cash,ios
28c0d400-6898-4182-ae17-d87465c4ff84,113179,2025-07-20,448.68,cash,ios
da230612-a49a-4c96-8ee4-b9591203c855,113563,2025-07-20,23.47,applepay,ios
172f6b66-1c0c-41fb-8405-7d4a7ca0057a,117521,2025-07-20,133.05,paypal,web
5c22d070-ebcd-4260-8b92-63ea5bc70771,128775,2025-07-20,211.8,paypal,store
ed1b32ec-aff1-443a-8ac1-6e9add37a977,117100,2025-07-20,371.94,applepay,android
e1cfb332-e2d5-434c-9a75-209b579b3c45,105585,2025-07-20,51.97,paypal,web
1fb70abe-1ebe-4cc3-8536-f0857259836c,138360,2025-07-20,122.94,card,store
1334c3d1-8b93-43e1-ae02-8aec7b204655,148094,2025-07-20,495.85,applepay,store
82c0b728-69b4-42b0-8f05-2163f2a8bae5,120226,2025-07-20,180.34,card,ios
a02b052c-fd17-4eed-9912-6f38901464df,125467,2025-07-20,201.62,paypal,store
a43b83b8-3407-49ec-b884-d978db619472,148360,2025-07-20,386.28,applepay,store
aa18abcb-0ab5-4e10-aa90-bf0b0bb8e40d,143948,2025-07-20,312.41,applepay,android
f9235c3a-4397-4c66-a8f5-acefcb42b755,116365,2025-07-20,483.85,applepay,store
d93246c6-0726-431a-a6a2-e7643afd3054,126416,2025-07-20,464.44,paypal,web
fd694db8-ebe7-4be9-a19a-a61bd63b3b97,143935,2025-07-20,363.48,card,store
117a884d-d93f-4efa-ae48-ca91c5bb1290,117627,2025-07-20,421.04,card,web
a95feef6-9e46-4238-8c0c-8b5b8f4307a7,125492,2025-07-20,215.47,cash,ios
ac7ba0cc-8833-49f1-92b4-174913537f8b,144416,2025-07-20,423.42,paypal,web
891168a7-b24a-46f9-809c-b556b9d18f59,138800,2025-07-20,353.9,applepay,store
28bfcfba-cd2a-4406-81d3-609dc4f2cc1e,100250,2025-07-20,487.71,card,web
6fe3144c-954c-4e9c-af48-27ccd7e6f25d,130309,2025-07-20,96.8,applepay,store
d4abf1bd-fb9d-485f-89a9-2576837306fc,111498,2025-07-20,297.45,cash,android
7fb4e6f8-0e8d-4e1d-a4a8-b0b31ac93b8f,139093,2025-07-20,474.62,cash,store
2c88d997-0161-45da-bfaa-13c934dcaba3,108261,2025-07-20,389.24,paypal,web
43002262-6cd4-4960-b0ca-2430d6b19221,121025,2025-07-20,488.52,paypal,store
279777b8-f924-4e69-97a7-11001bd0bfb9,107096,2025-07-20,470.55,applepay,ios
851c2182-f163-4f3f-8bfc-2301755b091b,122848,2025-07-20,418.3,card,ios
5fdfb571-b49f-4093-9f49-39be7e683cd0,121239,2025-07-20,344.1,applepay,web
ccc87956-3ae8-41d7-91d2-8c43744f4d85,137466,2025-07-20,283.81,paypal,web
d7f9123f-09c1-40a9-8a95-a6c042727b5f,124960,2025-07-20,219.68,card,android
d6b11fca-9a85-48f9-bc34-fa82ab657757,134178,2025-07-20,96.9,card,ios
78e3085c-3a70-4072-a964-453d9a0ae205,109014,2025-07-20,96.66,cash,store
c54865d0-59e4-421d-a784-1d1367337a22,146064,2025-07-20,265.25,cash,store
3e85d643-7c62-48ae-a799-37014fc7bd0a,144971,2025-07-20,226.57,cash,store
815d5282-9d5b-41c3-ac2c-7947bdc4d972,138142,2025-07-20,416.25,applepay,android
907001c3-0a1c-43ff-9638-652f36d42ac5,118642,2025-07-20,302.38,card,web
0709da7d-13a4-4cf4-b306-e495a5f242e6,134243,2025-07-20,385.98,paypal,android
a1277839-35db-4389-aa8a-c5167ab2ff88,136265,2025-07-20,145.62,cash,ios
e9c02695-5ab7-48f7-814b-b25ac010a87f,131275,2025-07-20,157.65,card,android
a3b08392-7ecc-45ee-9824-e73ec889ff4b,110309,2025-07-20,314.61,applepay,web
e9c5d425-a707-4af9-9799-8b0be76559e7,149752,2025-07-20,96.86,card,ios
66a86bd0-ed6f-4e85-9622-e71b3d9757fc,127209,2025-07-20,388.25,paypal,web
309627b9-7254-41ed-a0e1-453ecba96113,141103,2025-07-20,275.24,applepay,store
8dee11d0-40dd-4094-bf88-9a5a4bfa1f89,108885,2025-07-20,26.48,applepay,android
40acc520-a60b-4f2f-af60-c3194dc36aa1,149177,2025-07-20,422.44,paypal,web
7e6e0f71-49c4-4ebc-abe0-c838bbd673bd,146652,2025-07-20,391.14,card,web
be6ce465-970a-43fb-8359-fab014ddde27,123232,2025-07-20,451.31,card,web
a6ea6549-6fbe-44ab-8d83-b19ce548f318,119266,2025-07-20,292.36,cash,web
d69b9dab-d245-4b06-9833-8b2f30f304b9,129356,2025-07-20,206.28,card,store
d59c93a4-7e5c-4275-815a-ae586b2f2632,117508,2025-07-20,66.73,cash,ios
c72763bc-a628-4710-953a-9227e0f88ff0,102432,2025-07-20,353.94,cash,web
96ce280f-30b3-4c92-80b9-d64e6cc75852,146862,2025-07-20,389.1,paypal,store
779d3043-08ff-4c26-8d9f-6872c8b404eb,106762,2025-07-20,172.77,cash,web
6890ec02-23ed-41aa-be91-d5cdbfda14e5,132613,2025-07-20,261.01,paypal,web
2ec5be08-b626-43b1-988e-cecdcaf34b24,133536,2025-07-20,385.21,applepay,ios
2207b83c-4ea9-4c26-99dd-93dbbee751f6,131282,2025-07-20,357.57,card,android
d45701c1-db6c-41ef-831c-5f8540452f57,109059,2025-07-20,161.76,applepay,web
2d5e4868-f64a-480b-b3ac-a3c3480984c9,122218,2025-07-20,114.22,cash,ios
7dd27f4e-7f8d-4c70-93f0-5fd3d5def9b9,121643,2025-07-20,78.33,cash,web
2bee7ff3-c061-478c-a4a3-0a58b9a5c716,105513,2025-07-20,94.92,applepay,web
f3e82f57-0616-46b3-8daf-48ed57093e32,113681,2025-07-20,257.88,cash,web
9bf97f00-057f-4de2-af31-5470406ccfe3,143856,2025-07-20,388.32,paypal,android
e2523616-6f48-4d6d-bb08-83068d963954,142850,2025-07-20,268.71,paypal,web
88f9832e-76f5-4a4b-9dab-3612df4a6761,103899,2025-07-20,29.8,applepay,android
9ee4a6ca-9132-4329-86ca-cc92813c4d4d,112278,2025-07-20,170.54,cash,web
fb74077a-49fc-49fb-8ace-551ab987d802,133710,2025-07-20,442.01,applepay,ios
ba30c91c-e7b3-4fca-a796-40981fd6e3b2,116062,2025-07-20,491.72,cash,ios
281e1d87-783f-43b8-8868-c20aa8803f49,124617,2025-07-20,466.45,paypal,android
0b8873c4-2459-42a4-88af-c524d8a70ba3,100446,2025-07-20,152.23,applepay,ios
94005c0a-dc71-40f5-9f5c-5b6665bfbba2,120498,2025-07-20,6.51,card,store
cfddc5aa-d037-4027-846f-15856672f94a,114935,2025-07-20,214.85,paypal,android
02bacd48-bdb8-4749-b851-92ee182e2639,119291,2025-07-20,329.33,cash,ios
a052b873-f642-49e3-adb7-36a58c54e94d,111757,2025-07-20,323.01,card,android
6bf15776-3e53-4e52-bed1-c4aa8a05f483,105543,2025-07-20,25.49,paypal,store
b44637c8-fe63-4dd3-b315-44492ac1bbbc,105720,2025-07-20,244.06,applepay,android
0264cc9f-fc74-42d4-ac22-fedfc8381e44,139000,2025-07-20,272.41,paypal,web
4ef7e7f4-8d4c-4c4d-aa56-203928350731,125580,2025-07-20,59.26,cash,web
710a073e-c8bf-4c24-8251-137f3c43e88c,131846,2025-07-20,373.38,cash,store
646281d0-af9e-45de-9792-bddce549412a,118843,2025-07-20,149.36,applepay,ios
f499576c-416a-4644-b050-d4620618cb37,113516,2025-07-20,410.05,applepay,ios
e863ab8a-9d6c-46e2-a4bf-e1883bbf190b,117659,2025-07-20,446.67,applepay,store
8aad59bb-ec67-47c2-a971-c0f7bfd65438,145390,2025-07-20,486.13,applepay,web
fc339afe-fd4d-42a0-ad32-7ae9105b309d,117903,2025-07-20,193.82,cash,ios
098e6777-63b9-4630-9e0f-255db2a9f698,118425,2025-07-20,158.85,paypal,ios
d70c7052-1cbf-466d-9176-0f63360c5fe7,136612,2025-07-20,465.14,paypal,ios
96fbdc36-9dad-4945-b3ed-a9fbf6c452dd,145723,2025-07-20,332.87,card,ios
ce20fc37-f79c-4312-a461-d76f19f56bbf,120166,2025-07-20,456.71,card,ios
4225d6eb-c4da-41ad-b93a-45bab43c6e13,139582,2025-07-20,47.95,cash,store
491c5c4f-5dcc-4e56-a6fe-415ca5e18a89,114928,2025-07-20,304.75,card,android
91409cef-5c89-47a6-aa06-66afbf907077,100240,2025-07-20,75.47,applepay,web
88f76bf4-c2ca-4768-ad57-32b14e5acca6,118994,2025-07-20,252.73,cash,web
f98b947f-c1e5-42c1-80c1-2e3a16fb63cd,105728,2025-07-20,260.27,card,android
431db736-53d8-4d60-a805-057b7a6543f6,138266,2025-07-20,407.66,paypal,web
00a99bb3-59a4-456a-a9c9-cca111388e14,143834,2025-07-20,472.84,applepay,store
19959740-de89-4e18-a760-03dbfefae41a,138263,2025-07-20,140.38,applepay,ios
622ff7bf-f6fc-42ad-9736-00b89f1f5ce2,123352,2025-07-20,8.23,card,android
0957b2a5-d05b-4151-86be-5be121b72ae7,139535,2025-07-20,156.42,cash,android
81049f35-14ba-44fb-9929-6b32cdbcd84b,117476,2025-07-20,105.63,cash,ios
c62879a5-45aa-4b41-a297-c8ab6fa46fdf,139613,2025-07-20,38.82,card,web
